src,dst,relationship
rid_640,rid_111,close_contact
rid_640,rid_166,close_contact
rid_640,rid_768,close_contact
rid_640,rid_675,close_contact
rid_640,rid_209,close_contact
rid_640,rid_547,close_contact
rid_640,rid_205,close_contact
rid_640,rid_986,close_contact
rid_640,rid_379,close_contact
rid_640,rid_372,close_contact
rid_640,rid_744,close_contact
rid_640,rid_709,close_contact
rid_640,rid_640,close_contact
rid_640,rid_808,close_contact
rid_640,rid_172,close_contact
rid_640,rid_665,close_contact
rid_640,rid_353,close_contact
rid_640,rid_197,close_contact
rid_640,rid_342,close_contact
rid_640,rid_70,close_contact
rid_640,rid_381,close_contact
rid_640,rid_512,close_contact
rid_640,rid_216,close_contact
rid_640,rid_627,close_contact
rid_640,rid_764,close_contact
rid_344,rid_847,close_contact
rid_344,rid_115,close_contact
rid_344,rid_604,close_contact
rid_344,rid_451,close_contact
rid_344,rid_286,close_contact
rid_344,rid_240,close_contact
rid_344,rid_101,close_contact
rid_344,rid_590,close_contact
rid_344,rid_968,close_contact
rid_344,rid_616,close_contact
rid_344,rid_643,close_contact
rid_344,rid_520,close_contact
rid_344,rid_670,close_contact
rid_344,rid_797,close_contact
rid_344,rid_510,close_contact
rid_344,rid_381,close_contact
rid_344,rid_978,close_contact
rid_344,rid_386,close_contact
rid_344,rid_644,close_contact
rid_344,rid_196,close_contact
rid_344,rid_470,close_contact
rid_344,rid_215,close_contact
rid_344,rid_379,close_contact
rid_344,rid_156,close_contact
rid_344,rid_417,close_contact
rid_344,rid_178,close_contact
rid_344,rid_522,close_contact
rid_344,rid_258,close_contact
rid_344,rid_324,close_contact
rid_344,rid_495,close_contact
rid_344,rid_903,close_contact
rid_344,rid_67,close_contact
rid_344,rid_453,close_contact
rid_344,rid_16,close_contact
rid_344,rid_844,close_contact
rid_344,rid_760,close_contact
rid_344,rid_994,close_contact
rid_344,rid_935,close_contact
rid_344,rid_435,close_contact
rid_344,rid_463,close_contact
rid_344,rid_950,close_contact
rid_344,rid_350,close_contact
rid_344,rid_596,close_contact
rid_344,rid_41,close_contact
rid_344,rid_253,close_contact
rid_344,rid_978,close_contact
rid_344,rid_392,close_contact
rid_344,rid_910,close_contact
rid_344,rid_802,close_contact
rid_344,rid_732,close_contact
rid_344,rid_242,close_contact
rid_344,rid_907,close_contact
rid_20,rid_875,close_contact
rid_20,rid_602,close_contact
rid_20,rid_54,close_contact
rid_20,rid_23,close_contact
rid_20,rid_759,close_contact
rid_20,rid_204,close_contact
rid_20,rid_94,close_contact
rid_20,rid_300,close_contact
rid_20,rid_924,close_contact
rid_20,rid_242,close_contact
rid_20,rid_612,close_contact
rid_20,rid_10,close_contact
rid_20,rid_231,close_contact
rid_20,rid_133,close_contact
rid_836,rid_438,close_contact
rid_836,rid_21,close_contact
rid_836,rid_163,close_contact
rid_836,rid_206,close_contact
rid_836,rid_202,close_contact
rid_836,rid_808,close_contact
rid_836,rid_352,close_contact
rid_836,rid_524,close_contact
rid_836,rid_286,close_contact
rid_836,rid_280,close_contact
rid_836,rid_966,close_contact
rid_836,rid_165,close_contact
rid_836,rid_967,close_contact
rid_836,rid_216,close_contact
rid_836,rid_557,close_contact
rid_836,rid_884,close_contact
rid_836,rid_38,close_contact
rid_836,rid_844,close_contact
rid_836,rid_561,close_contact
rid_836,rid_518,close_contact
rid_836,rid_997,close_contact
rid_836,rid_703,close_contact
rid_323,rid_288,close_contact
rid_323,rid_389,close_contact
rid_323,rid_284,close_contact
rid_323,rid_177,close_contact
rid_323,rid_94,close_contact
rid_323,rid_618,close_contact
rid_323,rid_516,close_contact
rid_323,rid_593,close_contact
rid_323,rid_179,close_contact
rid_203,rid_233,close_contact
rid_203,rid_95,close_contact
rid_203,rid_512,close_contact
rid_203,rid_78,close_contact
rid_203,rid_929,close_contact
rid_203,rid_123,close_contact
rid_203,rid_994,close_contact
rid_203,rid_329,close_contact
rid_203,rid_185,close_contact
rid_254,rid_995,close_contact
rid_254,rid_954,close_contact
rid_254,rid_439,close_contact
rid_254,rid_329,close_contact
rid_254,rid_8,close_contact
rid_254,rid_927,close_contact
rid_254,rid_13,close_contact
rid_254,rid_949,close_contact
rid_254,rid_61,close_contact
rid_254,rid_712,close_contact
rid_254,rid_367,close_contact
rid_254,rid_473,close_contact
rid_254,rid_925,close_contact
rid_254,rid_164,close_contact
rid_254,rid_146,close_contact
rid_254,rid_788,close_contact
rid_254,rid_282,close_contact
rid_254,rid_891,close_contact
rid_254,rid_473,close_contact
rid_254,rid_345,close_contact
rid_254,rid_401,close_contact
rid_254,rid_95,close_contact
rid_254,rid_578,close_contact
rid_254,rid_342,close_contact
rid_254,rid_363,close_contact
rid_254,rid_454,close_contact
rid_254,rid_718,close_contact
rid_254,rid_23,close_contact
rid_254,rid_150,close_contact
rid_254,rid_867,close_contact
rid_254,rid_688,close_contact
rid_254,rid_934,close_contact
rid_254,rid_175,close_contact
rid_254,rid_867,close_contact
rid_254,rid_444,close_contact
rid_254,rid_533,close_contact
rid_254,rid_160,close_contact
rid_254,rid_613,close_contact
rid_254,rid_785,close_contact
rid_254,rid_349,close_contact
rid_254,rid_809,close_contact
rid_254,rid_946,close_contact
rid_254,rid_513,close_contact
rid_254,rid_7,close_contact
rid_254,rid_792,close_contact
rid_254,rid_55,close_contact
rid_254,rid_395,close_contact
rid_254,rid_559,close_contact
rid_254,rid_514,close_contact
rid_801,rid_514,close_contact
rid_801,rid_74,close_contact
rid_801,rid_835,close_contact
rid_801,rid_383,close_contact
rid_801,rid_739,close_contact
rid_801,rid_596,close_contact
rid_801,rid_502,close_contact
rid_801,rid_874,close_contact
rid_801,rid_809,close_contact
rid_801,rid_873,close_contact
rid_801,rid_912,close_contact
rid_801,rid_69,close_contact
rid_801,rid_812,close_contact
rid_801,rid_764,close_contact
rid_801,rid_358,close_contact
rid_801,rid_792,close_contact
rid_801,rid_61,close_contact
rid_801,rid_919,close_contact
rid_801,rid_897,close_contact
rid_801,rid_948,close_contact
rid_801,rid_264,close_contact
rid_801,rid_885,close_contact
rid_801,rid_921,close_contact
rid_801,rid_74,close_contact
rid_801,rid_19,close_contact
rid_801,rid_160,close_contact
rid_801,rid_64,close_contact
rid_801,rid_316,close_contact
rid_801,rid_191,close_contact
rid_801,rid_982,close_contact
rid_801,rid_913,close_contact
rid_801,rid_756,close_contact
rid_801,rid_85,close_contact
rid_801,rid_952,close_contact
rid_801,rid_286,close_contact
rid_801,rid_716,close_contact
rid_801,rid_908,close_contact
rid_801,rid_950,close_contact
rid_801,rid_180,close_contact
rid_801,rid_118,close_contact
rid_801,rid_139,close_contact
rid_801,rid_330,close_contact
rid_801,rid_580,close_contact
rid_801,rid_152,close_contact
rid_801,rid_168,close_contact
rid_801,rid_650,close_contact
rid_801,rid_141,close_contact
rid_801,rid_956,close_contact
rid_801,rid_655,close_contact
rid_801,rid_349,close_contact
rid_801,rid_995,close_contact
rid_801,rid_898,close_contact
rid_801,rid_55,close_contact
rid_801,rid_65,close_contact
rid_801,rid_446,close_contact
rid_801,rid_856,close_contact
rid_801,rid_603,close_contact
rid_801,rid_35,close_contact
rid_801,rid_656,close_contact
rid_801,rid_697,close_contact
rid_801,rid_57,close_contact
rid_407,rid_539,close_contact
rid_407,rid_857,close_contact
rid_407,rid_960,close_contact
rid_407,rid_877,close_contact
rid_407,rid_577,close_contact
rid_407,rid_672,close_contact
rid_407,rid_141,close_contact
rid_407,rid_673,close_contact
rid_407,rid_950,close_contact
rid_407,rid_735,close_contact
rid_407,rid_127,close_contact
rid_407,rid_253,close_contact
rid_407,rid_204,close_contact
rid_407,rid_261,close_contact
rid_407,rid_221,close_contact
rid_407,rid_147,close_contact
rid_407,rid_739,close_contact
rid_407,rid_995,close_contact
rid_407,rid_495,close_contact
rid_407,rid_893,close_contact
rid_407,rid_494,close_contact
rid_407,rid_921,close_contact
rid_407,rid_727,close_contact
rid_407,rid_505,close_contact
rid_407,rid_464,close_contact
rid_407,rid_720,close_contact
rid_407,rid_450,close_contact
rid_407,rid_321,close_contact
rid_407,rid_323,close_contact
rid_407,rid_376,close_contact
rid_407,rid_504,close_contact
rid_407,rid_565,close_contact
rid_407,rid_935,close_contact
rid_407,rid_287,close_contact
rid_407,rid_164,close_contact
rid_407,rid_415,close_contact
rid_407,rid_569,close_contact
rid_407,rid_417,close_contact
rid_407,rid_619,close_contact
rid_407,rid_981,close_contact
rid_407,rid_908,close_contact
rid_407,rid_937,close_contact
rid_407,rid_130,close_contact
rid_135,rid_129,close_contact
rid_135,rid_357,close_contact
rid_135,rid_647,close_contact
rid_135,rid_753,close_contact
rid_135,rid_585,close_contact
rid_135,rid_356,close_contact
rid_135,rid_976,close_contact
rid_135,rid_81,close_contact
rid_135,rid_778,close_contact
rid_135,rid_688,close_contact
rid_135,rid_661,close_contact
rid_135,rid_225,close_contact
rid_135,rid_12,close_contact
rid_135,rid_592,close_contact
rid_135,rid_672,close_contact
rid_135,rid_493,close_contact
rid_135,rid_242,close_contact
rid_135,rid_77,close_contact
rid_135,rid_121,close_contact
rid_135,rid_568,close_contact
rid_135,rid_489,close_contact
rid_135,rid_171,close_contact
rid_135,rid_671,close_contact
rid_135,rid_373,close_contact
rid_135,rid_455,close_contact
rid_135,rid_594,close_contact
rid_135,rid_686,close_contact
rid_135,rid_72,close_contact
rid_135,rid_372,close_contact
rid_135,rid_519,close_contact
rid_135,rid_433,close_contact
rid_135,rid_608,close_contact
rid_135,rid_102,close_contact
rid_135,rid_993,close_contact
rid_135,rid_221,close_contact
rid_135,rid_73,close_contact
rid_135,rid_533,close_contact
rid_135,rid_806,close_contact
rid_135,rid_516,close_contact
rid_135,rid_413,close_contact
rid_135,rid_68,close_contact
rid_135,rid_927,close_contact
rid_135,rid_289,close_contact
rid_135,rid_388,close_contact
rid_809,rid_847,close_contact
rid_809,rid_115,close_contact
rid_809,rid_604,close_contact
rid_809,rid_451,close_contact
rid_809,rid_369,close_contact
rid_809,rid_286,close_contact
rid_809,rid_240,close_contact
rid_809,rid_101,close_contact
rid_809,rid_590,close_contact
rid_809,rid_968,close_contact
rid_809,rid_616,close_contact
rid_809,rid_643,close_contact
rid_809,rid_520,close_contact
rid_809,rid_670,close_contact
rid_809,rid_797,close_contact
rid_809,rid_510,close_contact
rid_809,rid_381,close_contact
rid_809,rid_978,close_contact
rid_809,rid_386,close_contact
rid_809,rid_644,close_contact
rid_809,rid_196,close_contact
rid_809,rid_470,close_contact
rid_809,rid_215,close_contact
rid_809,rid_379,close_contact
rid_809,rid_156,close_contact
rid_809,rid_417,close_contact
rid_809,rid_178,close_contact
rid_809,rid_522,close_contact
rid_809,rid_258,close_contact
rid_809,rid_324,close_contact
rid_809,rid_495,close_contact
rid_809,rid_903,close_contact
rid_809,rid_67,close_contact
rid_809,rid_453,close_contact
rid_809,rid_16,close_contact
rid_809,rid_844,close_contact
rid_809,rid_760,close_contact
rid_809,rid_994,close_contact
rid_809,rid_935,close_contact
rid_809,rid_435,close_contact
rid_809,rid_463,close_contact
rid_809,rid_950,close_contact
rid_809,rid_350,close_contact
rid_809,rid_596,close_contact
rid_809,rid_41,close_contact
rid_809,rid_253,close_contact
rid_809,rid_978,close_contact
rid_809,rid_392,close_contact
rid_809,rid_910,close_contact
rid_809,rid_802,close_contact
rid_809,rid_732,close_contact
rid_809,rid_242,close_contact
rid_809,rid_907,close_contact
rid_305,rid_131,close_contact
rid_305,rid_337,close_contact
rid_305,rid_373,close_contact
rid_305,rid_634,close_contact
rid_305,rid_992,close_contact
rid_305,rid_777,close_contact
rid_305,rid_505,close_contact
rid_305,rid_579,close_contact
rid_305,rid_675,close_contact
rid_305,rid_341,close_contact
rid_305,rid_510,close_contact
rid_305,rid_18,close_contact
rid_305,rid_422,close_contact
rid_305,rid_985,close_contact
rid_305,rid_271,close_contact
rid_305,rid_849,close_contact
rid_305,rid_693,close_contact
rid_305,rid_10,close_contact
rid_305,rid_826,close_contact
rid_305,rid_954,close_contact
rid_305,rid_869,close_contact
rid_305,rid_570,close_contact
rid_305,rid_647,close_contact
rid_305,rid_585,close_contact
rid_305,rid_21,close_contact
rid_305,rid_994,close_contact
rid_305,rid_224,close_contact
rid_305,rid_932,close_contact
rid_305,rid_467,close_contact
rid_305,rid_782,close_contact
rid_305,rid_435,close_contact
rid_305,rid_144,close_contact
rid_305,rid_56,close_contact
rid_305,rid_533,close_contact
rid_305,rid_819,close_contact
rid_305,rid_784,close_contact
rid_305,rid_616,close_contact
rid_305,rid_504,close_contact
rid_305,rid_574,close_contact
rid_305,rid_363,close_contact
rid_305,rid_754,close_contact
rid_233,rid_95,close_contact
rid_233,rid_512,close_contact
rid_233,rid_78,close_contact
rid_233,rid_929,close_contact
rid_233,rid_185,close_contact
rid_374,rid_952,close_contact
rid_374,rid_208,close_contact
rid_374,rid_777,close_contact
rid_374,rid_539,close_contact
rid_374,rid_644,close_contact
rid_374,rid_726,close_contact
rid_374,rid_75,close_contact
rid_374,rid_347,close_contact
rid_374,rid_904,close_contact
rid_374,rid_772,close_contact
rid_374,rid_297,close_contact
rid_374,rid_94,close_contact
rid_374,rid_250,close_contact
rid_374,rid_620,close_contact
rid_374,rid_727,close_contact
rid_374,rid_171,close_contact
rid_374,rid_75,close_contact
rid_374,rid_359,close_contact
rid_374,rid_499,close_contact
rid_374,rid_298,close_contact
rid_374,rid_325,close_contact
rid_374,rid_97,close_contact
rid_374,rid_138,close_contact
rid_374,rid_419,close_contact
rid_374,rid_458,close_contact
rid_374,rid_664,close_contact
rid_374,rid_678,close_contact
rid_374,rid_974,close_contact
rid_374,rid_86,close_contact
rid_374,rid_963,close_contact
rid_374,rid_173,close_contact
rid_374,rid_881,close_contact
rid_802,rid_326,close_contact
rid_802,rid_914,close_contact
rid_802,rid_44,close_contact
rid_802,rid_875,close_contact
rid_802,rid_602,close_contact
rid_802,rid_54,close_contact
rid_802,rid_180,close_contact
rid_802,rid_23,close_contact
rid_802,rid_759,close_contact
rid_802,rid_204,close_contact
rid_802,rid_566,close_contact
rid_802,rid_31,close_contact
rid_802,rid_94,close_contact
rid_802,rid_300,close_contact
rid_802,rid_924,close_contact
rid_802,rid_242,close_contact
rid_802,rid_612,close_contact
rid_802,rid_656,close_contact
rid_802,rid_10,close_contact
rid_802,rid_161,close_contact
rid_802,rid_231,close_contact
rid_802,rid_130,close_contact
rid_802,rid_133,close_contact
rid_915,rid_368,close_contact
rid_915,rid_911,close_contact
rid_915,rid_675,close_contact
rid_915,rid_840,close_contact
rid_915,rid_390,close_contact
rid_915,rid_295,close_contact
rid_915,rid_358,close_contact
rid_915,rid_579,close_contact
rid_915,rid_823,close_contact
rid_915,rid_515,close_contact
rid_915,rid_129,close_contact
rid_915,rid_854,close_contact
rid_915,rid_371,close_contact
rid_915,rid_414,close_contact
rid_915,rid_315,close_contact
rid_915,rid_957,close_contact
rid_462,rid_144,close_contact
rid_601,rid_36,close_contact
rid_601,rid_445,close_contact
rid_601,rid_870,close_contact
rid_601,rid_278,close_contact
rid_601,rid_372,close_contact
rid_601,rid_703,close_contact
rid_601,rid_805,close_contact
rid_601,rid_153,close_contact
rid_601,rid_900,close_contact
rid_601,rid_967,close_contact
rid_601,rid_976,close_contact
rid_601,rid_826,close_contact
rid_601,rid_524,close_contact
rid_601,rid_460,close_contact
rid_601,rid_797,close_contact
rid_601,rid_707,close_contact
rid_601,rid_685,close_contact
rid_601,rid_541,close_contact
rid_601,rid_296,close_contact
rid_601,rid_565,close_contact
rid_601,rid_581,close_contact
rid_601,rid_708,close_contact
rid_601,rid_138,close_contact
rid_601,rid_747,close_contact
rid_601,rid_939,close_contact
rid_601,rid_164,close_contact
rid_601,rid_782,close_contact
rid_601,rid_375,close_contact
rid_601,rid_530,close_contact
rid_601,rid_663,close_contact
rid_601,rid_782,close_contact
rid_601,rid_43,close_contact
rid_601,rid_451,close_contact
rid_601,rid_291,close_contact
rid_601,rid_424,close_contact
rid_601,rid_994,close_contact
rid_601,rid_29,close_contact
rid_601,rid_513,close_contact
rid_601,rid_37,close_contact
rid_601,rid_814,close_contact
rid_601,rid_896,close_contact
rid_601,rid_494,close_contact
rid_601,rid_724,close_contact
rid_601,rid_726,close_contact
rid_297,rid_20,close_contact
rid_297,rid_436,close_contact
rid_297,rid_966,close_contact
rid_297,rid_718,close_contact
rid_297,rid_771,close_contact
rid_297,rid_258,close_contact
rid_297,rid_689,close_contact
rid_297,rid_983,close_contact
rid_297,rid_545,close_contact
rid_297,rid_391,close_contact
rid_297,rid_113,close_contact
rid_297,rid_331,close_contact
rid_297,rid_364,close_contact
rid_297,rid_157,close_contact
rid_297,rid_739,close_contact
rid_297,rid_28,close_contact
rid_297,rid_178,close_contact
rid_297,rid_519,close_contact
rid_297,rid_682,close_contact
rid_297,rid_198,close_contact
rid_297,rid_8,close_contact
rid_297,rid_185,close_contact
rid_297,rid_705,close_contact
rid_297,rid_741,close_contact
rid_297,rid_684,close_contact
rid_297,rid_734,close_contact
rid_297,rid_2,close_contact
rid_297,rid_596,close_contact
rid_297,rid_270,close_contact
rid_297,rid_532,close_contact
rid_297,rid_255,close_contact
rid_297,rid_578,close_contact
rid_297,rid_181,close_contact
rid_952,rid_777,close_contact
rid_952,rid_539,close_contact
rid_952,rid_904,close_contact
rid_952,rid_620,close_contact
rid_952,rid_171,close_contact
rid_952,rid_678,close_contact
rid_840,rid_686,close_contact
rid_840,rid_476,close_contact
rid_840,rid_422,close_contact
rid_840,rid_897,close_contact
rid_840,rid_452,close_contact
rid_840,rid_309,close_contact
rid_840,rid_997,close_contact
rid_840,rid_616,close_contact
rid_747,rid_368,close_contact
rid_747,rid_258,close_contact
rid_747,rid_845,close_contact
rid_747,rid_906,close_contact
rid_747,rid_911,close_contact
rid_747,rid_740,close_contact
rid_747,rid_370,close_contact
rid_747,rid_675,close_contact
rid_747,rid_840,close_contact
rid_747,rid_31,close_contact
rid_747,rid_51,close_contact
rid_747,rid_925,close_contact
rid_747,rid_279,close_contact
rid_747,rid_426,close_contact
rid_747,rid_290,close_contact
rid_747,rid_782,close_contact
rid_747,rid_712,close_contact
rid_747,rid_390,close_contact
rid_747,rid_295,close_contact
rid_747,rid_453,close_contact
rid_747,rid_814,close_contact
rid_747,rid_863,close_contact
rid_747,rid_358,close_contact
rid_747,rid_462,close_contact
rid_747,rid_579,close_contact
rid_747,rid_169,close_contact
rid_747,rid_530,close_contact
rid_747,rid_813,close_contact
rid_747,rid_823,close_contact
rid_747,rid_154,close_contact
rid_747,rid_178,close_contact
rid_747,rid_150,close_contact
rid_747,rid_671,close_contact
rid_747,rid_515,close_contact
rid_747,rid_620,close_contact
rid_747,rid_129,close_contact
rid_747,rid_854,close_contact
rid_747,rid_313,close_contact
rid_747,rid_371,close_contact
rid_747,rid_942,close_contact
rid_747,rid_555,close_contact
rid_747,rid_991,close_contact
rid_747,rid_209,close_contact
rid_747,rid_970,close_contact
rid_747,rid_162,close_contact
rid_747,rid_414,close_contact
rid_747,rid_315,close_contact
rid_747,rid_818,close_contact
rid_747,rid_494,close_contact
rid_747,rid_548,close_contact
rid_747,rid_226,close_contact
rid_747,rid_957,close_contact
rid_747,rid_215,close_contact
rid_747,rid_453,close_contact
rid_310,rid_983,close_contact
rid_310,rid_547,close_contact
rid_505,rid_95,close_contact
rid_505,rid_51,close_contact
rid_505,rid_111,close_contact
rid_505,rid_83,close_contact
rid_505,rid_512,close_contact
rid_505,rid_749,close_contact
rid_505,rid_414,close_contact
rid_505,rid_78,close_contact
rid_505,rid_665,close_contact
rid_505,rid_580,close_contact
rid_505,rid_270,close_contact
rid_505,rid_556,close_contact
rid_505,rid_929,close_contact
rid_505,rid_123,close_contact
rid_505,rid_95,close_contact
rid_505,rid_321,close_contact
rid_505,rid_477,close_contact
rid_505,rid_253,close_contact
rid_505,rid_722,close_contact
rid_505,rid_616,close_contact
rid_505,rid_994,close_contact
rid_505,rid_754,close_contact
rid_505,rid_548,close_contact
rid_505,rid_430,close_contact
rid_505,rid_329,close_contact
rid_505,rid_185,close_contact
rid_505,rid_836,close_contact
rid_312,rid_326,close_contact
rid_312,rid_20,close_contact
rid_312,rid_817,close_contact
rid_312,rid_436,close_contact
rid_312,rid_966,close_contact
rid_312,rid_718,close_contact
rid_312,rid_771,close_contact
rid_312,rid_258,close_contact
rid_312,rid_689,close_contact
rid_312,rid_983,close_contact
rid_312,rid_545,close_contact
rid_312,rid_391,close_contact
rid_312,rid_113,close_contact
rid_312,rid_331,close_contact
rid_312,rid_364,close_contact
rid_312,rid_157,close_contact
rid_312,rid_739,close_contact
rid_312,rid_28,close_contact
rid_312,rid_178,close_contact
rid_312,rid_447,close_contact
rid_312,rid_519,close_contact
rid_312,rid_682,close_contact
rid_312,rid_198,close_contact
rid_312,rid_8,close_contact
rid_312,rid_185,close_contact
rid_312,rid_705,close_contact
rid_312,rid_741,close_contact
rid_312,rid_684,close_contact
rid_312,rid_352,close_contact
rid_312,rid_734,close_contact
rid_312,rid_2,close_contact
rid_312,rid_596,close_contact
rid_312,rid_270,close_contact
rid_312,rid_532,close_contact
rid_312,rid_255,close_contact
rid_312,rid_578,close_contact
rid_312,rid_181,close_contact
rid_312,rid_556,close_contact
rid_955,rid_968,close_contact
rid_955,rid_481,close_contact
rid_955,rid_69,close_contact
rid_955,rid_360,close_contact
rid_955,rid_937,close_contact
rid_955,rid_681,close_contact
rid_955,rid_146,close_contact
rid_955,rid_627,close_contact
rid_955,rid_438,close_contact
rid_955,rid_800,close_contact
rid_955,rid_278,close_contact
rid_955,rid_626,close_contact
rid_955,rid_649,close_contact
rid_955,rid_242,close_contact
rid_955,rid_488,close_contact
rid_955,rid_180,close_contact
rid_955,rid_542,close_contact
rid_955,rid_960,close_contact
rid_955,rid_689,close_contact
rid_955,rid_516,close_contact
rid_955,rid_824,close_contact
rid_955,rid_996,close_contact
rid_955,rid_769,close_contact
rid_955,rid_854,close_contact
rid_955,rid_54,close_contact
rid_955,rid_892,close_contact
rid_955,rid_749,close_contact
rid_955,rid_644,close_contact
rid_955,rid_206,close_contact
rid_955,rid_724,close_contact
rid_955,rid_563,close_contact
rid_955,rid_854,close_contact
rid_660,rid_283,close_contact
rid_660,rid_148,close_contact
rid_660,rid_802,close_contact
rid_660,rid_31,close_contact
rid_660,rid_273,close_contact
rid_660,rid_237,close_contact
rid_660,rid_569,close_contact
rid_660,rid_318,close_contact
rid_660,rid_528,close_contact
rid_660,rid_996,close_contact
rid_660,rid_360,close_contact
rid_660,rid_636,close_contact
rid_660,rid_133,close_contact
rid_660,rid_547,close_contact
rid_660,rid_526,close_contact
rid_660,rid_719,close_contact
rid_660,rid_47,close_contact
rid_660,rid_833,close_contact
rid_660,rid_907,close_contact
rid_660,rid_835,close_contact
rid_660,rid_374,close_contact
rid_660,rid_454,close_contact
rid_660,rid_266,close_contact
rid_660,rid_428,close_contact
rid_660,rid_165,close_contact
rid_660,rid_614,close_contact
rid_660,rid_119,close_contact
rid_660,rid_429,close_contact
rid_660,rid_797,close_contact
rid_660,rid_40,close_contact
rid_660,rid_304,close_contact
rid_660,rid_4,close_contact
rid_660,rid_739,close_contact
rid_660,rid_108,close_contact
rid_660,rid_583,close_contact
rid_660,rid_529,close_contact
rid_660,rid_930,close_contact
rid_660,rid_906,close_contact
rid_660,rid_951,close_contact
rid_660,rid_806,close_contact
rid_660,rid_207,close_contact
rid_660,rid_523,close_contact
rid_660,rid_493,close_contact
rid_660,rid_98,close_contact
rid_660,rid_399,close_contact
rid_660,rid_893,close_contact
rid_660,rid_657,close_contact
rid_381,rid_946,close_contact
rid_381,rid_771,close_contact
rid_381,rid_131,close_contact
rid_381,rid_337,close_contact
rid_381,rid_206,close_contact
rid_381,rid_373,close_contact
rid_381,rid_634,close_contact
rid_381,rid_99,close_contact
rid_381,rid_992,close_contact
rid_381,rid_582,close_contact
rid_381,rid_777,close_contact
rid_381,rid_517,close_contact
rid_381,rid_505,close_contact
rid_381,rid_579,close_contact
rid_381,rid_675,close_contact
rid_381,rid_341,close_contact
rid_381,rid_408,close_contact
rid_381,rid_510,close_contact
rid_381,rid_18,close_contact
rid_381,rid_422,close_contact
rid_381,rid_985,close_contact
rid_381,rid_271,close_contact
rid_381,rid_849,close_contact
rid_381,rid_791,close_contact
rid_381,rid_693,close_contact
rid_381,rid_63,close_contact
rid_381,rid_145,close_contact
rid_381,rid_10,close_contact
rid_381,rid_826,close_contact
rid_381,rid_486,close_contact
rid_381,rid_954,close_contact
rid_381,rid_869,close_contact
rid_381,rid_570,close_contact
rid_381,rid_647,close_contact
rid_381,rid_606,close_contact
rid_381,rid_585,close_contact
rid_381,rid_21,close_contact
rid_381,rid_994,close_contact
rid_381,rid_224,close_contact
rid_381,rid_932,close_contact
rid_381,rid_467,close_contact
rid_381,rid_782,close_contact
rid_381,rid_435,close_contact
rid_381,rid_849,close_contact
rid_381,rid_144,close_contact
rid_381,rid_319,close_contact
rid_381,rid_56,close_contact
rid_381,rid_533,close_contact
rid_381,rid_819,close_contact
rid_381,rid_784,close_contact
rid_381,rid_616,close_contact
rid_381,rid_842,close_contact
rid_381,rid_504,close_contact
rid_381,rid_574,close_contact
rid_381,rid_705,close_contact
rid_381,rid_363,close_contact
rid_381,rid_754,close_contact
rid_381,rid_783,close_contact
rid_381,rid_532,close_contact
rid_554,rid_983,close_contact
rid_554,rid_128,close_contact
rid_554,rid_240,close_contact
rid_554,rid_415,close_contact
rid_554,rid_588,close_contact
rid_554,rid_176,close_contact
rid_554,rid_547,close_contact
rid_554,rid_342,close_contact
rid_283,rid_318,close_contact
rid_283,rid_907,close_contact
rid_283,rid_428,close_contact
rid_283,rid_429,close_contact
rid_283,rid_493,close_contact
rid_283,rid_399,close_contact
rid_283,rid_657,close_contact
rid_65,rid_259,close_contact
rid_65,rid_811,close_contact
rid_65,rid_387,close_contact
rid_65,rid_64,close_contact
rid_65,rid_201,close_contact
rid_65,rid_332,close_contact
rid_65,rid_191,close_contact
rid_65,rid_53,close_contact
rid_65,rid_640,close_contact
rid_65,rid_754,close_contact
rid_65,rid_144,close_contact
rid_65,rid_656,close_contact
rid_65,rid_298,close_contact
rid_65,rid_770,close_contact
rid_65,rid_51,close_contact
rid_65,rid_123,close_contact
rid_65,rid_956,close_contact
rid_65,rid_174,close_contact
rid_65,rid_946,close_contact
rid_621,rid_438,close_contact
rid_621,rid_21,close_contact
rid_621,rid_163,close_contact
rid_621,rid_206,close_contact
rid_621,rid_202,close_contact
rid_621,rid_808,close_contact
rid_621,rid_352,close_contact
rid_621,rid_524,close_contact
rid_621,rid_286,close_contact
rid_621,rid_751,close_contact
rid_621,rid_280,close_contact
rid_621,rid_966,close_contact
rid_621,rid_165,close_contact
rid_621,rid_967,close_contact
rid_621,rid_216,close_contact
rid_621,rid_557,close_contact
rid_621,rid_884,close_contact
rid_621,rid_38,close_contact
rid_621,rid_844,close_contact
rid_621,rid_561,close_contact
rid_621,rid_842,close_contact
rid_621,rid_518,close_contact
rid_621,rid_997,close_contact
rid_621,rid_703,close_contact
rid_621,rid_86,close_contact
rid_514,rid_835,close_contact
rid_514,rid_383,close_contact
rid_514,rid_502,close_contact
rid_514,rid_358,close_contact
rid_514,rid_919,close_contact
rid_514,rid_897,close_contact
rid_514,rid_948,close_contact
rid_514,rid_74,close_contact
rid_514,rid_191,close_contact
rid_514,rid_85,close_contact
rid_514,rid_716,close_contact
rid_514,rid_118,close_contact
rid_514,rid_580,close_contact
rid_514,rid_168,close_contact
rid_514,rid_141,close_contact
rid_514,rid_898,close_contact
rid_514,rid_697,close_contact
rid_43,rid_539,close_contact
rid_43,rid_857,close_contact
rid_43,rid_960,close_contact
rid_43,rid_877,close_contact
rid_43,rid_577,close_contact
rid_43,rid_672,close_contact
rid_43,rid_141,close_contact
